번호,URL,category,task,regionParam,expectedKeyword,statusCode,title,titleStatus,h1,h1Status,canonical,canonicalStatus,descriptionStatus,noindexStatus,businessCardCount,businessCardStatus,nearbyLinkCount,relatedTaskLinkCount,internalLinkStatus,faqCount,faqStatus,imageAltStatus,forbiddenTextStatus,issueSummary,finalStatus
357,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EB%8C%80%EC%A1%B0%EB%8F%99&amp;cat=elastic-coating&amp;task=elastic-coating-company,elastic-coating,elastic-coating-company,서울 은평구 대조동,대조동,200,대조동 탄성코트업체 업체 찾기 | 동네책자,PASS,대조동 탄성코트업체 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EB%8C%80%EC%A1%B0%EB%8F%99&cat=elastic-coating&task=elastic-coating-company,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
358,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=waterproof-leak&amp;task=exterior-waterproofing,waterproof-leak,exterior-waterproofing,서울 은평구 응암동,응암동,200,응암동 외벽방수 업체 찾기 | 동네책자,PASS,응암동 외벽방수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=waterproof-leak&task=exterior-waterproofing,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
359,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=waterproof-leak&amp;task=rooftop-waterproofing,waterproof-leak,rooftop-waterproofing,서울 은평구 응암동,응암동,200,응암동 옥상방수 업체 찾기 | 동네책자,PASS,응암동 옥상방수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=waterproof-leak&task=rooftop-waterproofing,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
360,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=waterproof-leak&amp;task=roof-waterproofing,waterproof-leak,roof-waterproofing,서울 은평구 응암동,응암동,200,응암동 지붕방수 업체 찾기 | 동네책자,PASS,응암동 지붕방수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=waterproof-leak&task=roof-waterproofing,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
361,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=waterproof-leak&amp;task=rain-leak,waterproof-leak,rain-leak,서울 은평구 응암동,응암동,200,응암동 빗물누수 업체 찾기 | 동네책자,PASS,응암동 빗물누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=waterproof-leak&task=rain-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
362,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=waterproof-leak&amp;task=exterior-leak,waterproof-leak,exterior-leak,서울 은평구 응암동,응암동,200,응암동 외벽누수 업체 찾기 | 동네책자,PASS,응암동 외벽누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=waterproof-leak&task=exterior-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
363,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=waterproof-leak&amp;task=rooftop-leak,waterproof-leak,rooftop-leak,서울 은평구 응암동,응암동,200,응암동 옥상누수 업체 찾기 | 동네책자,PASS,응암동 옥상누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=waterproof-leak&task=rooftop-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
364,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=window-caulking&amp;task=window-caulking-task,window-caulking,window-caulking-task,서울 은평구 응암동,응암동,200,응암동 창틀코킹 업체 찾기 | 동네책자,PASS,응암동 창틀코킹 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=window-caulking&task=window-caulking-task,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
365,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=window-caulking&amp;task=window-leak,window-caulking,window-leak,서울 은평구 응암동,응암동,200,응암동 창틀누수 업체 찾기 | 동네책자,PASS,응암동 창틀누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=window-caulking&task=window-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
366,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=window-caulking&amp;task=window-silicon,window-caulking,window-silicon,서울 은평구 응암동,응암동,200,응암동 창틀실리콘 업체 찾기 | 동네책자,PASS,응암동 창틀실리콘 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=window-caulking&task=window-silicon,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
367,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=window-caulking&amp;task=chassis-silicon,window-caulking,chassis-silicon,서울 은평구 응암동,응암동,200,응암동 샷시실리콘 업체 찾기 | 동네책자,PASS,응암동 샷시실리콘 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=window-caulking&task=chassis-silicon,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
368,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=window-caulking&amp;task=window-rain-leak,window-caulking,window-rain-leak,서울 은평구 응암동,응암동,200,응암동 빗물누수 업체 찾기 | 동네책자,PASS,응암동 빗물누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=window-caulking&task=window-rain-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
369,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=elastic-coating&amp;task=elastic-coating,elastic-coating,elastic-coating,서울 은평구 응암동,응암동,200,응암동 탄성코트 업체 찾기 | 동네책자,PASS,응암동 탄성코트 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=elastic-coating&task=elastic-coating,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
370,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=elastic-coating&amp;task=elastic-coating-work,elastic-coating,elastic-coating-work,서울 은평구 응암동,응암동,200,응암동 탄성코트시공 업체 찾기 | 동네책자,PASS,응암동 탄성코트시공 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=elastic-coating&task=elastic-coating-work,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
371,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=elastic-coating&amp;task=veranda-elastic-coating,elastic-coating,veranda-elastic-coating,서울 은평구 응암동,응암동,200,응암동 베란다탄성코트 업체 찾기 | 동네책자,PASS,응암동 베란다탄성코트 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=elastic-coating&task=veranda-elastic-coating,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
372,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=elastic-coating&amp;task=laundry-room-elastic-coating,elastic-coating,laundry-room-elastic-coating,서울 은평구 응암동,응암동,200,응암동 세탁실탄성코트 업체 찾기 | 동네책자,PASS,응암동 세탁실탄성코트 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=elastic-coating&task=laundry-room-elastic-coating,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
373,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=elastic-coating&amp;task=apartment-elastic-coating,elastic-coating,apartment-elastic-coating,서울 은평구 응암동,응암동,200,응암동 아파트탄성코트 업체 찾기 | 동네책자,PASS,응암동 아파트탄성코트 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=elastic-coating&task=apartment-elastic-coating,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
374,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&amp;cat=elastic-coating&amp;task=elastic-coating-company,elastic-coating,elastic-coating-company,서울 은평구 응암동,응암동,200,응암동 탄성코트업체 업체 찾기 | 동네책자,PASS,응암동 탄성코트업체 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99&cat=elastic-coating&task=elastic-coating-company,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
375,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=waterproof-leak&amp;task=exterior-waterproofing,waterproof-leak,exterior-waterproofing,서울 은평구 역촌동,역촌동,200,역촌동 외벽방수 업체 찾기 | 동네책자,PASS,역촌동 외벽방수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=waterproof-leak&task=exterior-waterproofing,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
376,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=waterproof-leak&amp;task=rooftop-waterproofing,waterproof-leak,rooftop-waterproofing,서울 은평구 역촌동,역촌동,200,역촌동 옥상방수 업체 찾기 | 동네책자,PASS,역촌동 옥상방수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=waterproof-leak&task=rooftop-waterproofing,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
377,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=waterproof-leak&amp;task=roof-waterproofing,waterproof-leak,roof-waterproofing,서울 은평구 역촌동,역촌동,200,역촌동 지붕방수 업체 찾기 | 동네책자,PASS,역촌동 지붕방수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=waterproof-leak&task=roof-waterproofing,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
378,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=waterproof-leak&amp;task=rain-leak,waterproof-leak,rain-leak,서울 은평구 역촌동,역촌동,200,역촌동 빗물누수 업체 찾기 | 동네책자,PASS,역촌동 빗물누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=waterproof-leak&task=rain-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
379,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=waterproof-leak&amp;task=exterior-leak,waterproof-leak,exterior-leak,서울 은평구 역촌동,역촌동,200,역촌동 외벽누수 업체 찾기 | 동네책자,PASS,역촌동 외벽누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=waterproof-leak&task=exterior-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
380,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=waterproof-leak&amp;task=rooftop-leak,waterproof-leak,rooftop-leak,서울 은평구 역촌동,역촌동,200,역촌동 옥상누수 업체 찾기 | 동네책자,PASS,역촌동 옥상누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=waterproof-leak&task=rooftop-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
381,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=window-caulking&amp;task=window-caulking-task,window-caulking,window-caulking-task,서울 은평구 역촌동,역촌동,200,역촌동 창틀코킹 업체 찾기 | 동네책자,PASS,역촌동 창틀코킹 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=window-caulking&task=window-caulking-task,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
382,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=window-caulking&amp;task=window-leak,window-caulking,window-leak,서울 은평구 역촌동,역촌동,200,역촌동 창틀누수 업체 찾기 | 동네책자,PASS,역촌동 창틀누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=window-caulking&task=window-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
383,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=window-caulking&amp;task=window-silicon,window-caulking,window-silicon,서울 은평구 역촌동,역촌동,200,역촌동 창틀실리콘 업체 찾기 | 동네책자,PASS,역촌동 창틀실리콘 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=window-caulking&task=window-silicon,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
384,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=window-caulking&amp;task=chassis-silicon,window-caulking,chassis-silicon,서울 은평구 역촌동,역촌동,200,역촌동 샷시실리콘 업체 찾기 | 동네책자,PASS,역촌동 샷시실리콘 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=window-caulking&task=chassis-silicon,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
385,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=window-caulking&amp;task=window-rain-leak,window-caulking,window-rain-leak,서울 은평구 역촌동,역촌동,200,역촌동 빗물누수 업체 찾기 | 동네책자,PASS,역촌동 빗물누수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=window-caulking&task=window-rain-leak,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
386,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=elastic-coating&amp;task=elastic-coating,elastic-coating,elastic-coating,서울 은평구 역촌동,역촌동,200,역촌동 탄성코트 업체 찾기 | 동네책자,PASS,역촌동 탄성코트 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=elastic-coating&task=elastic-coating,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
387,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=elastic-coating&amp;task=elastic-coating-work,elastic-coating,elastic-coating-work,서울 은평구 역촌동,역촌동,200,역촌동 탄성코트시공 업체 찾기 | 동네책자,PASS,역촌동 탄성코트시공 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=elastic-coating&task=elastic-coating-work,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
388,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=elastic-coating&amp;task=veranda-elastic-coating,elastic-coating,veranda-elastic-coating,서울 은평구 역촌동,역촌동,200,역촌동 베란다탄성코트 업체 찾기 | 동네책자,PASS,역촌동 베란다탄성코트 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=elastic-coating&task=veranda-elastic-coating,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
389,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=elastic-coating&amp;task=laundry-room-elastic-coating,elastic-coating,laundry-room-elastic-coating,서울 은평구 역촌동,역촌동,200,역촌동 세탁실탄성코트 업체 찾기 | 동네책자,PASS,역촌동 세탁실탄성코트 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=elastic-coating&task=laundry-room-elastic-coating,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
390,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=elastic-coating&amp;task=apartment-elastic-coating,elastic-coating,apartment-elastic-coating,서울 은평구 역촌동,역촌동,200,역촌동 아파트탄성코트 업체 찾기 | 동네책자,PASS,역촌동 아파트탄성코트 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=elastic-coating&task=apartment-elastic-coating,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
391,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&amp;cat=elastic-coating&amp;task=elastic-coating-company,elastic-coating,elastic-coating-company,서울 은평구 역촌동,역촌동,200,역촌동 탄성코트업체 업체 찾기 | 동네책자,PASS,역촌동 탄성코트업체 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%AD%EC%B4%8C%EB%8F%99&cat=elastic-coating&task=elastic-coating-company,PASS,PASS,PASS (noindex 없음),2,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
392,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%8B%A0%EC%82%AC%EB%8F%99&amp;cat=waterproof-leak&amp;task=exterior-waterproofing,waterproof-leak,exterior-waterproofing,서울 은평구 신사동,신사동,200,신사동 외벽방수 업체 찾기 | 동네책자,PASS,신사동 외벽방수 업체 찾기,PASS,https://dongnebook-01.vercel.app/landing.html?reg=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%8B%A0%EC%82%AC%EB%8F%99&cat=waterproof-leak&task=exterior-waterproofing,PASS,PASS,PASS (noindex 없음),1,PASS,8,5,PASS,5,PASS,PASS,PASS,없음,PASS
